Logging to ./logs_PPO_0.0
---------------------------------
| rollout/           |          |
|    ep_rew_mean          | -276        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 109         |
|    time_elapsed         | 49048       |
|    total_timesteps      | 13952       |
| train/                  |             |
|    adaptive_beta        | 0.451       |
|    approx_kl            | 0.008531274 |
|    clip_fraction        | 0.0305      |
|    clip_range           | 0.2         |
|    entropy_loss         | -10.3       |
|    explained_variance   | -7.15e-07   |
|    learning_rate        | 0.0003      |
|    loss                 | 1.44e+03    |
|    n_updates            | 1080        |
|    policy_gradient_loss | -0.0371     |
|    value_loss           | 3.03e+03    |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 50.4         |
|    ep_rew_mean          | -264         |
| time/                   |              |
|    fps                  | 0            |
|    iterations           | 110          |
|    time_elapsed         | 49329        |
|    total_timesteps      | 14080        |
| train/                  |              |
|    adaptive_beta        | 0.451        |
|    approx_kl            | 0.0081396345 |
|    clip_fraction        | 0.0266       |
|    clip_range           | 0.2          |
|    entropy_loss         | -10.3        |
|    explained_variance   | -7.15e-07    |
|    learning_rate        | 0.0003       |
|    loss                 | 970          |
|    n_updates            | 1090         |
|    policy_gradient_loss | -0.0372      |
|    value_loss           | 1.99e+03     |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 50          |
|    ep_rew_mean          | -263        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 111         |
|    time_elapsed         | 49595       |
|    total_timesteps      | 14208       |
| train/                  |             |
|    adaptive_beta        | 0.451       |
|    approx_kl            | 0.015077041 |
|    clip_fraction        | 0.0758      |
|    clip_range           | 0.2         |
|    entropy_loss         | -10.3       |
|    explained_variance   | -1.79e-06   |
|    learning_rate        | 0.0003      |
|    loss                 | 1.11e+03    |
|    n_updates            | 1100        |
|    policy_gradient_loss | -0.0524     |
|    value_loss           | 2.56e+03    |
-----------------------------------------
----------------------------------------
| eval/                   |            |
|    mean_ep_length       | 58.2       |
|    mean_reward          | -181       |
| time/                   |            |
|    total_timesteps      | 14336      |
| train/                  |            |
|    adaptive_beta        | 0.451      |
|    approx_kl            | 0.02008196 |
|    clip_fraction        | 0.115      |
|    clip_range           | 0.2        |
|    entropy_loss         | -10.3      |
|    explained_variance   | -2.38e-07  |
|    learning_rate        | 0.0003     |
|    loss                 | 1.14e+03   |
|    n_updates            | 1110       |
|    policy_gradient_loss | -0.0569    |
|    value_loss           | 2.34e+03   |
----------------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 50.3     |
|    ep_rew_mean     | -264     |
| time/              |          |
|    fps             | 0        |
|    iterations      | 112      |
|    time_elapsed    | 50663    |
|    total_timesteps | 14336    |
| train/             |          |
|    adaptive_beta   | 0.451    |
---------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 50.1        |
|    ep_rew_mean          | -263        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 113         |
|    time_elapsed         | 50921       |
|    total_timesteps      | 14464       |
| train/                  |             |
|    adaptive_beta        | 0.451       |
|    approx_kl            | 0.021725096 |
|    clip_fraction        | 0.141       |
|    clip_range           | 0.2         |
|    entropy_loss         | -10.3       |
|    explained_variance   | -9.54e-07   |
|    learning_rate        | 0.0003      |
|    loss                 | 732         |
|    n_updates            | 1120        |
|    policy_gradient_loss | -0.0618     |
|    value_loss           | 1.4e+03     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 50.7        |
|    ep_rew_mean          | -267        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 114         |
|    time_elapsed         | 51195       |
|    total_timesteps      | 14592       |
| train/                  |             |
